what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1380580081808
error,log,,,"SOPC design not set.",1380580081808
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380580081818
error,log,,,"CPU architecture type not set. ",1380580081828
error,log,,,"CPU module not set.",1380580081828
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380580081838
error,log,,,"CPU master group not set.",1380580081848
error,log,,,"CPU architecture type not set. ",1380580081858
error,log,,,"CPU master group not set.",1380580081858
error,log,,,"SOPC design not set.",1380580081908
error,log,,,"CPU module not set.",1380580081918
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380580081928
error,log,,,"CPU architecture type not set. ",1380580081938
error,log,,,"CPU master group not set.",1380580081938
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380580081998
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1380580082008
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380580100368
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380580122079
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380580149669
error,log,,,"SOPC design not set.",1380580149729
error,log,,,"CPU module not set.",1380580149739
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380580149789
error,log,,,"CPU architecture type not set. ",1380580149799
error,log,,,"CPU master group not set.",1380580149819
error,log,,,"SOPC design not set.",1380580149839
