what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1380649108626
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380649108636
error,log,,,"CPU architecture type not set. ",1380649108646
error,log,,,"CPU master group not set.",1380649108656
error,log,,,"SOPC design not set.",1380649108666
error,log,,,"CPU module not set.",1380649108676
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380649108676
error,log,,,"CPU architecture type not set. ",1380649108686
error,log,,,"CPU master group not set.",1380649108696
opened,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380649110036
error,log,,,"sun.awt.X11.XlibWrapper",1380649110286
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1380649110416
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1380649110426
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1380649230743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380649234863
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649248082
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649250862
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.saveAs",1380649250862
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380649252832
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380649255172
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380649257952
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649258232
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649337420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649353819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380649413167
