what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380657106786
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380657115614
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657166942
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657168682
error,log,,,"SOPC design not set.",1380657168762
error,log,,,"CPU module not set.",1380657168792
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380657168812
error,log,,,"CPU architecture type not set. ",1380657168812
error,log,,,"CPU master group not set.",1380657168822
error,log,,,"SOPC design not set.",1380657168832
error,log,,,"CPU module not set.",1380657168842
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380657168842
error,log,,,"CPU architecture type not set. ",1380657168852
error,log,,,"CPU master group not set.",1380657168862
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380657168942
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380657172653
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380657179364
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380657367012
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380657407379
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380657428317
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380657428957
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380657429977
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657430257
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657513002
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657525611
