what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657782631
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657783121
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657783381
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657783511
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657783661
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657783791
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineDown",1380657784151
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.moveLineUp",1380657784521
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380657790621
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380657805270
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380657808430
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657808710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657888748
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657893718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380657962446
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380657963846
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380658023675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380658024795
error,log,,,"SOPC design not set.",1380658024885
error,log,,,"CPU module not set.",1380658024895
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380658024915
error,log,,,"CPU architecture type not set. ",1380658024915
error,log,,,"CPU master group not set.",1380658024925
error,log,,,"SOPC design not set.",1380658024935
error,log,,,"CPU module not set.",1380658024945
