what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1380293277184
error,log,,,"CPU master group not set.",1380293277184
error,log,,,"Expected base address of system ID component is undefined.",1380293277194
error,log,,,"SOPC design not set.",1380293277204
error,log,,,"CPU module not set.",1380293277214
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380293277214
error,log,,,"CPU architecture type not set. ",1380293277224
error,log,,,"CPU master group not set.",1380293277224
error,log,,,"Connected system ID hash not found on target at expected base address.",1380293277234
error,log,,,"Connected system timestamp not found on target at expected base address.",1380293277244
error,log,,,"SOPC design not set.",1380293277264
error,log,,,"CPU module not set.",1380293277284
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380293277284
error,log,,,"CPU architecture type not set. ",1380293277304
error,log,,,"CPU master group not set.",1380293277304
error,log,,,"SOPC design not set.",1380293277324
error,log,,,"CPU module not set.",1380293277324
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380293277334
error,log,,,"SOPC design not set.",1380293277334
error,log,,,"CPU architecture type not set. ",1380293277344
error,log,,,"CPU module not set.",1380293277354
error,log,,,"CPU master group not set.",1380293277354
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380293277364
error,log,,,"CPU architecture type not set. ",1380293277374
error,log,,,"SOPC design not set.",1380293277374
