what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647849409
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647871639
opened,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1380647876109
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1380647876119
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647876209
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openFileSearchPage",1380647876249
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647876519
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647877539
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647883719
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647902329
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openFileSearchPage",1380647902329
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647902599
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647903249
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647905739
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647905799
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1380647910109
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647937649
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647947709
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647947709
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1380647952489
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647952709
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380647952759
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647972089
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647984449
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380647987649
