what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380581461579
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380581463679
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581463979
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581593999
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380581605019
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581625269
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581693059
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1380581704649
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380581711469
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380581720669
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380581721479
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380581723739
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581724039
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581724829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581759629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581988303
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380581993203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380581993743
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380582079653
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380582095983
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380582169983
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380582187893
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380582198333
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380582199313
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380582202013
