what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1380579844518
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1380579844518
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1380579844518
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1380579844518
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1380579844518
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1380579844518
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1380579844528
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1380579844528
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1380579844528
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1380579844528
os,sysinfo,,,"win32",1380579844528
arch,sysinfo,,,"x86",1380579844528
ws,sysinfo,,,"win32",1380579844528
locale,sysinfo,,,"en_CA",1380579844528
processors,sysinfo,,,"4",1380579844528
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380579844528
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1380579844528
java.specification.name,sysinfo,,,"Java Platform API Specification",1380579844528
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380579844528
java.specification.version,sysinfo,,,"1.6",1380579844528
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1380579844528
java.version,sysinfo,,,"1.6.0_14",1380579844528
java.vm.info,sysinfo,,,"mixed mode",1380579844528
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380579844528
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380579844528
