what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system timestamp not found on target at expected base address.",1380578098750
error,log,,,"SOPC design not set.",1380578098760
error,log,,,"CPU module not set.",1380578098760
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380578098770
error,log,,,"CPU architecture type not set. ",1380578098780
error,log,,,"CPU master group not set.",1380578098780
error,log,,,"Connected system ID hash not found on target at expected base address.",1380578098790
error,log,,,"Connected system timestamp not found on target at expected base address.",1380578098800
error,log,,,"SOPC design not set.",1380578098850
error,log,,,"CPU module not set.",1380578098850
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380578098880
error,log,,,"CPU architecture type not set. ",1380578098890
error,log,,,"CPU master group not set.",1380578098890
error,log,,,"SOPC design not set.",1380578098910
error,log,,,"CPU module not set.",1380578098910
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380578098920
error,log,,,"CPU architecture type not set. ",1380578098930
error,log,,,"CPU master group not set.",1380578098930
error,log,,,"SOPC design not set.",1380578098950
error,log,,,"SOPC design not set.",1380578098950
error,log,,,"CPU module not set.",1380578098960
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380578098970
error,log,,,"CPU module not set.",1380578098970
error,log,,,"CPU architecture type not set. ",1380578098980
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380578098990
