what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_14",1380406202239
java.vm.info,sysinfo,,,"mixed mode",1380406202239
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380406202239
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380406202239
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380406202239
java.vm.specification.version,sysinfo,,,"1.0",1380406202239
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1380406202239
java.vm.version,sysinfo,,,"14.0-b16",1380406202239
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1380406203269
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1380406203331
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1380406203659
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1380406204049
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380406208542
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380406214126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380406214875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380406532473
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380407047880
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380407392996
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1380407393386
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1380407393495
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1380407397271
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380407397598
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380407397629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380408042716
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380408044386
