what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380652975413
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380653036043
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1380653037473
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380653097183
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1380653098383
error,log,,,"SOPC design not set.",1380653098483
error,log,,,"CPU module not set.",1380653098503
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380653098513
error,log,,,"CPU architecture type not set. ",1380653098523
error,log,,,"CPU master group not set.",1380653098523
error,log,,,"SOPC design not set.",1380653098543
error,log,,,"CPU module not set.",1380653098553
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1380653098553
error,log,,,"CPU architecture type not set. ",1380653098563
error,log,,,"CPU master group not set.",1380653098563
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380653098653
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380653102195
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1380653109108
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1380653322958
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1380653938049
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380653940469
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380653968169
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1380654002949
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1380654004729
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1380654043259
