what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1379440032909
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1379440032909
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379440032909
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1379440032909
java.vm.specification.version,sysinfo,,,"1.0",1379440032909
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1379440032909
java.vm.version,sysinfo,,,"14.0-b16",1379440032909
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1379440039056
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1379440057495
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440057853
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440114168
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.200909110608,"org.eclipse.cdt.managedbuilder.core",1379440125104
started,bundle,org.eclipse.cdt.make.core,6.0.0.200909110608,"org.eclipse.cdt.make.core",1379440125238
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1379440125246
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200909110608,"org.eclipse.cdt.managedbuilder.gnu.ui",1379440127159
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1379440144457
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1379440144488
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1379440151174
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440151453
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440208209
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1379440218651
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1379440218680
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1379440218683
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440218701
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440218728
