what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1379440548346
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379440548354
error,log,,,"CPU architecture type not set. ",1379440548360
error,log,,,"CPU master group not set.",1379440548369
error,log,,,"Connected system ID hash not found on target at expected base address.",1379440548375
error,log,,,"Connected system timestamp not found on target at expected base address.",1379440548381
error,log,,,"Connected system ID hash not found on target at expected base address.",1379440548401
error,log,,,"Connected system timestamp not found on target at expected base address.",1379440548409
error,log,,,"Connected system ID hash not found on target at expected base address.",1379440548453
error,log,,,"Connected system timestamp not found on target at expected base address.",1379440548459
error,log,,,"Connected system ID hash not found on target at expected base address.",1379440667934
error,log,,,"Connected system timestamp not found on target at expected base address.",1379440667934
error,log,,,"SOPC design not set.",1379440684454
error,log,,,"CPU module not set.",1379440684470
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379440684470
error,log,,,"CPU architecture type not set. ",1379440684486
error,log,,,"CPU master group not set.",1379440684486
error,log,,,"SOPC design not set.",1379440684501
error,log,,,"CPU module not set.",1379440684501
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379440684517
error,log,,,"CPU architecture type not set. ",1379440684517
error,log,,,"CPU master group not set.",1379440684532
error,log,,,"SOPC design not set.",1379440684532
error,log,,,"CPU module not set.",1379440684564
error,log,,,"SOPC design not set.",1379440684564
