what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440993821
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379440997659
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379441001122
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1379441009624
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379441009639
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379441009733
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441157152
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441170075
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379441200945
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441208667
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441217201
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1379441232364
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379441234501
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1379441236061
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441236342
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441316166
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441365400
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1379441426704
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441436855
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379441439442
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379441448412
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379441451267
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441453248
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441458927
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441487755
