what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379441769432
error,log,,,"SOPC design not set.",1379441769479
error,log,,,"CPU module not set.",1379441769479
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379441769494
error,log,,,"CPU architecture type not set. ",1379441769494
error,log,,,"CPU master group not set.",1379441769494
error,log,,,"SOPC design not set.",1379441769619
error,log,,,"CPU module not set.",1379441769619
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379441769635
error,log,,,"CPU architecture type not set. ",1379441769666
error,log,,,"CPU master group not set.",1379441769682
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379441770758
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1379441773068
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379441779545
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379441872542
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1379441891527
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379442000696
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379442008028
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379442036685
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1379442036685
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1379442050412
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379442061941
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379442069335
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379442070677
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379442071254
